Linux 6.8.0-49-generic (samoy-pc) 	12/10/2024 	_x86_64_	(12 CPU)

07:51:18 AM  CPU    %usr   %nice    %sys %iowait    %irq   %soft  %steal  %guest  %gnice   %idle
07:54:09 AM  all   11.57    0.00    3.37   11.66    0.00    0.00    0.00    0.00    0.00   73.40
07:54:10 AM  all   12.31    0.00    3.53   11.53    0.00    0.00    0.00    0.00    0.00   72.63
07:54:11 AM  all   14.66    0.09    3.88   11.21    0.00    0.00    0.00    0.00    0.00   70.17
07:54:12 AM  all   12.25    0.00    3.36   11.48    0.00    0.09    0.00    0.00    0.00   72.82
07:54:13 AM  all   11.98    0.00    3.28   11.38    0.00    0.00    0.00    0.00    0.00   73.36
07:54:14 AM  all   12.24    0.00    3.45   11.29    0.00    0.09    0.00    0.00    0.00   72.93
07:54:15 AM  all   14.09    0.00    3.89   11.50    0.00    0.00    0.00    0.00    0.00   70.53
07:54:16 AM  all   12.98    0.00    3.87   11.44    0.00    0.09    0.00    0.00    0.00   71.63
07:54:17 AM  all   13.40    0.00    3.31   11.49    0.00    0.00    0.00    0.00    0.00   71.80
07:54:18 AM  all   12.31    0.00    3.47   11.35    0.00    0.00    0.00    0.00    0.00   72.88
07:54:19 AM  all   15.71    0.17    3.69   11.42    0.00    0.00    0.00    0.00    0.00   69.01
07:54:20 AM  all   15.67    0.00    3.72   11.26    0.00    0.00    0.00    0.00    0.00   69.35
07:54:21 AM  all   13.22    0.00    3.54   11.32    0.00    0.00    0.00    0.00    0.00   71.91
07:54:22 AM  all   12.99    0.00    3.46   11.17    0.00    0.09    0.00    0.00    0.00   72.29
07:54:23 AM  all   18.36    0.00    6.40   10.67    0.00    0.00    0.00    0.00    0.00   64.56
07:54:24 AM  all   32.47    0.00    9.76    9.67    0.00    0.00    0.00    0.00    0.00   48.10
07:54:25 AM  all   25.78    0.00   10.12   10.03    0.00    0.09    0.00    0.00    0.00   53.98
07:54:26 AM  all   35.48    0.09    9.54    9.19    0.00    0.00    0.00    0.00    0.00   45.70
07:54:27 AM  all   24.70    0.09   10.12   10.38    0.00    0.00    0.00    0.00    0.00   54.72
07:54:28 AM  all   24.72    0.00    9.11   10.34    0.00    0.00    0.00    0.00    0.00   55.83
07:54:29 AM  all   27.66    0.00   11.34    9.97    0.00    0.00    0.00    0.00    0.00   51.03
07:54:30 AM  all   27.89    0.00    9.93   10.28    0.00    0.00    0.00    0.00    0.00   51.90
07:54:31 AM  all   24.05    0.00    9.34   10.73    0.00    0.00    0.00    0.00    0.00   55.88
